Time (Seconds),r_shoulder_top_x,r_shoulder_top_y,r_shoulder_top_z,r_elbow_out_x,r_elbow_out_y,r_elbow_out_z,r_wrist_out_x,r_wrist_out_y,r_wrist_out_z
10.492,-226.605194,1446.339844,-846.706055,-312.013519,1309.697144,-518.806396,-328.378143,1388.307129,-351.477783
10.5,-223.121155,1448.942383,-851.487305,-314.839905,1330.337646,-522.379883,-332.670441,1416.200928,-357.40329
10.508,-220.217407,1451.363525,-856.198303,-316.324768,1349.37439,-525.057861,-336.592621,1443.777222,-364.585724
10.517,-216.776733,1453.574463,-860.794861,-316.943237,1369.265137,-529.713623,-339.826202,1470.2948,-372.817322
10.525,-213.630127,1455.50293,-865.152649,-316.526917,1387.954712,-534.861938,-342.224945,1495.96936,-381.803192
10.533,-210.059235,1457.079468,-869.432373,-315.379272,1405.909912,-540.684509,-343.800842,1520.894897,-391.992279
10.542,-207.034409,1458.608643,-873.858093,-313.676086,1423.165039,-547.025024,-344.766937,1544.802612,-403.297272
10.55,-203.966339,1460.159546,-878.165161,-311.550385,1439.385254,-553.738708,-344.923828,1567.835815,-415.37793
10.558,-201.017853,1461.141724,-882.353455,-309.748627,1455.238892,-561.268616,-344.440735,1590.218018,-428.258881
10.567,-198.161133,1462.148682,-886.286743,-307.510345,1469.808716,-568.947205,-343.006836,1611.284302,-441.781769
10.575,-195.588928,1463.202759,-890.040344,-305.341309,1483.668579,-576.852844,-340.903809,1631.225342,-455.693939
10.583,-192.986374,1464.143188,-893.448303,-302.812836,1496.435913,-584.432556,-338.368896,1650.213379,-470.090851
10.592,-190.983139,1465.264282,-896.843384,-300.545837,1508.353882,-591.78363,-335.084625,1668.125854,-484.702911
10.6,-189.004639,1466.007202,-900.091614,-298.160278,1519.067627,-598.651733,-331.451416,1684.911011,-499.644348
10.608,-186.907166,1466.462158,-903.073425,-295.974731,1529.267212,-605.358276,-327.161743,1700.75708,-514.512939
10.617,-184.304047,1466.768921,-905.838867,-293.296936,1538.890503,-611.849487,-322.425415,1715.575806,-529.932251
10.625,-182.019241,1466.944092,-908.547241,-290.239716,1547.985107,-618.355957,-317.199249,1729.307617,-545.026184
10.633,-179.663757,1467.063599,-911.28186,-287.140045,1556.676514,-625.064819,-311.5495,1742.194336,-560.223083
10.642,-177.624695,1467.21814,-913.89447,-283.748535,1564.653198,-631.633728,-305.46817,1754.029419,-575.370117
10.65,-175.637283,1467.242065,-916.542236,-280.214478,1572.073975,-637.532837,-298.823608,1764.780029,-590.306458
10.658,-173.70755,1467.241943,-919.142761,-276.614777,1579.096191,-642.529785,-292.049438,1774.953369,-605.515442
10.667,-171.93782,1467.312378,-921.667236,-272.895935,1585.894653,-647.145691,-284.690613,1784.31189,-620.455017
10.675,-170.241135,1467.290405,-924.165894,-268.558594,1592.204468,-651.611511,-276.951324,1792.738525,-635.058838
10.683,-168.460617,1467.195801,-926.608337,-264.192047,1598.258667,-655.917725,-268.709961,1800.154907,-649.674561
10.692,-166.643784,1467.062866,-929.013306,-259.685547,1604.095703,-659.782654,-260.120514,1806.850342,-664.396545
10.7,-164.708435,1466.784546,-931.406982,-255.360687,1609.460938,-664.017822,-251.205978,1812.506226,-678.236633
10.708,-162.639587,1466.415894,-933.740356,-251.250473,1614.423706,-668.343201,-242.075043,1816.599121,-697.22052
10.717,-160.636551,1466.020142,-935.919373,-246.763458,1619.089478,-672.47937,-233.115036,1820.009888,-712.376709
10.725,-158.560364,1465.518555,-937.867859,-242.699585,1623.566284,-676.566406,-223.816849,1822.388916,-725.908264
10.733,-156.484009,1465.026978,-939.641663,-238.17894,1627.750244,-680.572205,-214.42511,1824.033081,-739.817932
10.742,-154.274506,1464.416504,-941.250854,-234.033936,1631.892212,-684.878296,-204.911026,1824.854248,-754.5
10.75,-151.996353,1463.790161,-942.751648,-229.724899,1635.714233,-689.232361,-194.973679,1824.226562,-764.848633
10.758,-149.468277,1463.188721,-944.170349,-226.056427,1639.563354,-693.928223,-185.249008,1823.363281,-777.970825
10.767,-146.882584,1462.639771,-945.632812,-221.087418,1642.741089,-702.246704,-175.649948,1821.933594,-790.997314
10.775,-144.072052,1462.08667,-946.991699,-219.749725,1647.031372,-703.816589,-166.095428,1819.896973,-803.656555
10.783,-141.084244,1461.530029,-948.307495,-214.790436,1650.006226,-708.338928,-156.706665,1817.132935,-815.770447
10.792,-138.239578,1461.033936,-949.594666,-211.255829,1653.299316,-713.202881,-147.336349,1813.966431,-827.409912
10.8,-135.14357,1460.5177,-950.798096,-207.539215,1656.175781,-717.963684,-138.389694,1810.430908,-838.14386
10.808,-132.093887,1460.000732,-951.873901,-204.119919,1659.052124,-722.869568,-129.448639,1806.417358,-848.57135
10.817,-129.017395,1459.450439,-953.020691,-200.256058,1661.472168,-727.452637,-120.80735,1802.036499,-858.429382
10.825,-125.846565,1458.85498,-954.094116,-196.303513,1663.869995,-731.774231,-112.274147,1797.248901,-867.39624
10.833,-122.704445,1458.301514,-955.193115,-192.589859,1665.980225,-736.068115,-104.224144,1792.579224,-875.998779
10.842,-119.390717,1457.688477,-956.185303,-188.324509,1667.505615,-740.47522,-96.384438,1787.609131,-883.70575
10.85,-116.132927,1457.082153,-957.098389,-184.360703,1669.219971,-744.339478,-88.979118,1783.193481,-890.936951
10.858,-112.767181,1456.399292,-957.942932,-180.559616,1670.636353,-748.008545,-82.140831,1779.533691,-897.593872
10.867,-109.480789,1455.679932,-958.672241,-176.254059,1671.647827,-751.185852,-75.159927,1775.748291,-902.91095
10.875,-106.103111,1454.916138,-959.238831,-172.165604,1673.097656,-754.594177,-68.828758,1772.458252,-907.672791
10.883,-102.769829,1454.155273,-959.740417,-168.147659,1673.907593,-757.256653,-62.735222,1769.776123,-911.513
10.892,-98.365089,1452.050171,-955.025452,-164.322067,1675.337158,-759.799744,-57.112495,1767.653198,-915.102905
10.9,-93.32798,1448.620483,-946.59436,-161.632843,1675.612549,-761.924683,-51.983097,1766.004517,-917.953125
10.908,-87.720566,1444.768311,-935.965637,-159.160049,1676.331421,-764.320618,-47.203304,1764.518188,-920.148865
10.917,-81.779373,1440.766235,-924.632935,-156.634003,1677.731323,-769.031555,-43.005413,1763.44812,-921.503113
10.925,-75.785019,1437.117798,-913.783508,-154.278824,1679.104492,-770.029907,-39.362507,1762.814819,-921.976624
10.933,-69.988724,1433.910034,-904.297485,-151.218628,1676.671509,-767.838806,-36.941376,1763.26062,-926.147949
10.942,-64.698944,1431.26123,-896.608887,-148.195923,1675.634155,-767.001709,-34.930355,1764.678345,-927.504578
10.95,-59.986622,1429.220825,-891.130005,-145.766266,1674.608032,-766.260803,-32.130783,1766.527832,-922.297302
10.958,-55.521763,1427.817871,-887.813171,-143.557281,1673.619141,-765.054016,-29.830633,1766.839355,-911.324341
10.967,-51.356762,1427.108643,-886.364441,-141.257065,1672.032593,-763.204346,-29.391829,1771.027344,-911.584229
10.975,-47.390839,1427.000488,-886.44458,-138.784607,1669.957764,-760.569214,-28.873369,1774.189697,-907.390747
10.983,-43.572998,1427.262085,-887.524231,-136.437698,1667.702026,-757.513489,-28.842983,1777.315308,-901.580017
10.992,-39.759502,1427.696411,-889.033203,-133.326691,1664.946289,-754.611267,-29.59971,1781.114136,-894.971191
11,-36.057186,1428.160156,-890.499756,-131.615067,1662.82666,-751.517029,-30.959427,1785.453613,-888.12323
11.008,-32.285133,1428.450928,-891.716858,-128.878265,1659.9646,-748.226135,-32.771328,1790.117676,-880.618164
11.017,-28.343294,1428.590698,-892.409912,-126.782555,1657.330811,-744.693848,-35.141949,1794.633423,-872.178345
11.025,-24.237186,1428.538818,-892.408997,-124.005005,1654.263184,-741.076172,-37.899956,1799.139893,-863.987854
11.033,-20.041986,1428.29541,-891.761597,-121.357239,1651.191528,-737.481812,-40.820946,1802.449951,-855.421326
11.042,-15.661138,1427.919678,-890.692322,-118.364624,1648.005371,-734.052368,-44.687504,1807.973022,-844.740417
11.05,-11.060807,1427.532227,-889.230469,-115.435028,1644.83252,-730.79071,-48.345627,1811.48584,-832.457947
11.058,-6.273533,1427.245483,-887.49884,-112.19558,1641.70105,-727.794006,-53.072403,1815.959229,-823.595459
11.067,-1.283366,1427.111694,-885.766296,-108.883171,1638.642212,-724.856567,-57.883396,1819.620728,-812.104309
11.075,3.740606,1427.073975,-884.076111,-105.473045,1635.716309,-722.094604,-63.020618,1821.255371,-799.412903
11.083,8.861951,1427.142212,-882.368408,-101.686989,1632.725586,-719.422668,-68.70929,1823.758423,-789.011414
11.092,14.105017,1427.543335,-880.745056,-97.908722,1629.975586,-716.897949,-74.291702,1824.795654,-776.192932
11.1,19.406103,1427.957153,-879.091919,-93.922714,1627.164429,-714.430969,-80.159698,1824.626343,-764.189209
11.108,24.823055,1428.630615,-877.474121,-90.02282,1624.51123,-712.037476,-85.889771,1823.634888,-752.105225
11.117,30.374952,1429.353638,-875.810791,-86.017822,1621.764648,-709.624207,-91.374611,1821.964111,-740.773132
11.125,35.825314,1430.323486,-874.073181,-82.31498,1618.860352,-707.227295,-96.612877,1819.914673,-730.045654
11.133,41.447552,1431.208618,-872.131592,-78.884552,1615.935059,-704.922668,-101.861717,1817.027588,-719.008667
11.142,47.113876,1432.289917,-870.218506,-75.215942,1612.727539,-702.544312,-106.619987,1812.220703,-708.264893
11.15,52.723251,1433.398682,-868.359375,-71.841469,1609.499146,-700.124146,-110.814583,1806.807495,-697.9729
11.158,58.191349,1434.456787,-866.656982,-68.770462,1606.370605,-697.751099,-114.499428,1800.882935,-688.745117
11.167,63.467087,1435.466919,-864.966064,-65.854454,1603.28772,-695.483704,-118.397041,1794.578247,-678.428284
11.175,68.780273,1436.502441,-863.47345,-62.957287,1600.104614,-693.164917,-121.853539,1787.69104,-669.122925
11.183,73.995964,1437.386108,-861.990295,-59.621807,1596.905762,-690.451294,-124.933891,1780.105347,-659.07428
11.192,79.2267,1438.264282,-860.602417,-55.01561,1593.59436,-686.63385,-127.682198,1771.489624,-649.158081
11.2,84.498566,1439.030518,-859.138916,-49.189114,1590.005981,-681.48114,-130.166428,1761.608643,-638.668396
11.208,89.822403,1439.773193,-857.579712,-42.824326,1586.06958,-675.591492,-131.935425,1751.270752,-627.508484
11.217,95.08577,1440.11499,-855.975159,-35.87011,1581.77356,-669.283508,-132.289658,1740.727295,-616.315186
11.225,100.201309,1440.590332,-854.139221,-28.623741,1577.632202,-662.581543,-131.829727,1729.692871,-605.242249
11.233,105.325233,1440.77771,-852.327637,-21.688297,1573.966187,-655.836243,-129.505798,1719.370117,-594.08252
11.242,110.248825,1440.787109,-850.424194,-14.862431,1570.45874,-648.565552,-125.528542,1709.801392,-583.838135
11.25,114.932785,1440.878906,-848.428711,-8.069468,1567.300171,-641.624207,-120.688629,1701.661743,-573.420654
11.258,119.580109,1440.845215,-846.544556,-1.82471,1564.92395,-634.216553,-114.935699,1695.611328,-562.740601
11.267,124.202995,1440.804443,-844.726562,3.976906,1563.161987,-627.404236,-108.990028,1691.181641,-552.727661
11.275,128.97966,1440.655884,-843.132019,8.966731,1562.015015,-622.244263,-102.190628,1687.955688,-543.800903
11.283,133.709747,1440.542236,-841.696289,14.375631,1561.575195,-616.570557,-95.338402,1685.60022,-536.303528
11.292,138.232162,1440.585571,-840.400757,20.750586,1561.817017,-612.883667,-89.249222,1684.018433,-530.542419
11.3,142.67511,1440.615479,-839.236389,26.954716,1561.946533,-610.857788,-83.417534,1682.878784,-526.486938
11.308,147.148315,1440.729736,-838.141541,32.329411,1561.46106,-609.43103,-78.997734,1681.689697,-527.146362
11.317,151.687958,1440.812012,-837.173523,37.239502,1560.74707,-608.180847,-74.337502,1681.469604,-524.554993
11.325,156.316879,1440.926758,-836.269226,41.861919,1560.0354,-607.607422,-69.287247,1681.967407,-521.578064
11.333,160.990906,1441.180298,-835.307129,46.61367,1559.624756,-607.102661,-63.558868,1683.429565,-521.900757
11.342,165.728546,1441.674805,-834.255798,51.40757,1559.87561,-606.683105,-57.583824,1685.767456,-522.749634
11.35,170.604416,1442.128296,-833.288818,56.016388,1560.640991,-606.069092,-50.890499,1688.966553,-523.419556
11.358,175.550003,1442.575195,-832.151184,60.569244,1561.906738,-605.837341,-43.88945,1692.621826,-523.63031
11.367,180.450867,1443.044434,-831.005798,65.184143,1563.765503,-605.369446,-36.699818,1696.917236,-523.784058
11.375,185.29451,1443.38916,-829.782837,70.265953,1566.193481,-604.444336,-29.033642,1701.462158,-523.552429
11.383,190.188644,1443.657349,-828.608154,75.706551,1568.913208,-604.011597,-21.92366,1706.292847,-524.333984
11.392,195.060089,1443.993286,-827.368713,81.516197,1571.718628,-603.902527,-14.098038,1711.791016,-525.124207
11.4,199.792923,1444.401489,-826.127136,87.428947,1574.869629,-603.566895,-5.898284,1717.674316,-526.879089
11.408,204.537918,1444.626831,-825.141052,93.342239,1578.170288,-603.800903,2.662852,1723.696533,-529.151611
11.417,209.205963,1444.881958,-824.08197,99.595009,1581.600708,-603.835144,11.303267,1730.174194,-531.974976
11.425,213.55629,1445.343384,-822.95636,105.574028,1585.344604,-604.618042,20.090382,1736.513672,-534.863708
11.433,217.966385,1445.795166,-821.997375,111.813751,1589.001465,-605.203552,28.811918,1743.172241,-537.943604
11.442,222.573059,1446.037231,-821.042358,118.324677,1592.848511,-606.617371,37.664368,1749.637695,-540.98877
11.45,226.983261,1446.495605,-820.144043,124.796349,1596.703613,-607.750854,47.09008,1756.269043,-544.227295
11.458,231.273148,1446.934937,-819.187683,131.278992,1600.706909,-609.708252,55.790913,1763.040161,-547.624207
11.467,235.593262,1447.374634,-818.351685,137.853058,1604.765747,-613.950378,65.108017,1769.9823,-551.265747
11.475,240.054459,1447.747803,-817.589966,144.230362,1608.939697,-616.194092,74.647926,1776.817383,-555.335632
11.483,244.375061,1448.368164,-816.81189,150.739822,1613.040161,-618.008362,84.477425,1783.557129,-559.586792
11.492,248.522446,1448.862915,-815.97937,156.976425,1617.12561,-620.293945,94.538376,1790.362183,-564.187622
11.5,252.982407,1449.247925,-815.308838,163.396912,1621.096069,-622.219849,104.607346,1796.708374,-568.844482
11.508,257.349823,1449.801636,-814.571167,169.533295,1624.875122,-624.447266,114.845314,1803.348877,-573.835938
11.517,261.694763,1450.281494,-813.823547,175.218323,1628.612549,-624.589478,125.129059,1809.799927,-579.100281
11.525,266.039215,1450.686157,-813.047424,181.319778,1631.831787,-626.897522,135.500458,1816.216797,-584.518982
11.533,270.591095,1450.982788,-812.360901,187.373993,1634.991821,-632.298706,146.172272,1822.831665,-589.432007
11.542,274.962708,1451.452271,-811.622559,192.993286,1637.993164,-635.267639,156.181976,1828.560425,-594.651001
11.55,279.290833,1451.759277,-810.960876,197.908066,1640.850464,-634.977783,166.064194,1833.965576,-600.078796
11.558,283.642792,1452.074585,-810.340088,203.193039,1643.576172,-637.523865,176.54538,1838.827148,-605.979187
11.567,288.139862,1452.211792,-809.854492,208.031006,1646.262695,-639.982056,187.032928,1843.422241,-613.237244
11.575,292.388031,1452.432495,-809.414124,212.791733,1648.651489,-642.135681,197.335175,1847.638428,-621.183594
11.583,296.507294,1452.474731,-809.126587,217.433411,1650.719116,-644.463257,208.811905,1850.709229,-633.505066
11.592,300.815857,1452.551758,-808.941833,222.199188,1652.611816,-646.109558,219.650604,1853.770264,-641.463196
11.6,305.119415,1452.60144,-808.747803,226.742477,1654.648438,-648.050842,230.317032,1856.5271,-649.547485
11.608,308.901917,1453.008057,-808.246216,230.915909,1656.572876,-650.193909,241.621368,1858.856323,-656.869629
11.617,313.199921,1452.656982,-808.055664,235.379318,1658.405151,-651.730408,252.989349,1860.705444,-665.107788
11.625,318.149048,1452.645752,-807.933716,239.676285,1660.306396,-653.863647,264.972137,1862.151245,-671.685364
11.633,322.078491,1452.070435,-807.696533,243.615768,1661.739136,-656.096252,276.768555,1862.714111,-679.851318
11.642,326.466125,1451.942017,-807.374573,247.914856,1663.089233,-657.682617,288.400665,1862.501099,-687.64093
11.65,331.081085,1451.550903,-807.15387,251.893097,1664.57959,-660.950623,299.320465,1863.260986,-694.734497
11.658,335.410248,1450.940063,-806.889038,255.659882,1666.023926,-662.471802,309.853638,1862.378784,-702.938965
11.667,339.764191,1450.254639,-806.633301,259.816833,1667.14978,-664.892273,321.615082,1859.937256,-711.665833
11.675,344.304901,1449.447388,-806.513062,264.347626,1668.199585,-667.105835,332.479126,1858.012085,-720.508362
11.683,348.657959,1448.808105,-806.356934,268.797211,1669.280151,-670.17334,344.178955,1854.496826,-728.285461
11.692,353.790924,1448.232666,-806.530029,273.440918,1670.26355,-671.632141,355.446991,1850.425781,-738.05542
11.7,358.153625,1447.471802,-806.777405,277.993164,1671.200195,-674.839355,366.104767,1846.988525,-745.235046
11.708,363.130402,1446.865234,-807.258484,282.683716,1672.165771,-676.547546,376.875,1841.769287,-755.249512
11.717,367.75351,1446.293823,-807.677063,287.395905,1672.883667,-679.302124,387.3013,1837.043213,-763.720032
11.725,372.488556,1445.486938,-808.259033,292.572876,1673.73877,-682.196594,397.71994,1831.596313,-772.714905
11.733,377.317749,1444.780884,-808.930908,297.79425,1674.21814,-684.310059,407.681458,1826.436279,-780.234009
11.742,382.181549,1444.036011,-809.631775,302.884766,1674.90979,-687.683838,417.434021,1821.217651,-787.518066
11.75,387.156799,1443.267212,-810.43866,308.330017,1675.507568,-690.338562,426.55014,1816.46167,-792.020752
11.758,392.276123,1442.557617,-811.291931,313.349457,1676.128052,-693.278381,435.643616,1811.347656,-798.494507
11.767,397.366577,1441.910889,-812.106201,319.572662,1677.347046,-686.591431,444.239716,1806.318481,-803.749695
11.775,402.798126,1441.35437,-812.921143,323.962067,1677.217773,-699.126343,453.012573,1801.669434,-810.313354
11.783,408.466949,1441.031738,-813.944519,328.221161,1678.369507,-700.373962,461.15332,1796.998779,-814.980896
11.792,414.184448,1440.784424,-814.92804,333.355133,1678.868408,-701.828674,468.729309,1792.5177,-819.130798
11.8,419.949432,1440.461792,-815.894775,337.516663,1679.530273,-706.27179,475.826874,1788.516846,-821.658752
11.808,425.704926,1440.259644,-816.816345,341.599091,1680.259766,-708.439148,482.710388,1784.881348,-823.694214
11.817,431.265869,1440.071167,-817.610413,345.95578,1680.366333,-709.402832,489.08548,1781.999146,-825.744873
11.825,436.700684,1439.92041,-818.322754,350.55246,1680.416992,-710.713684,495.168335,1779.699585,-826.35498
11.833,442.348022,1439.774658,-819.086731,354.810364,1680.254761,-711.630188,500.831726,1778.195435,-827.958801
11.842,447.812012,1439.767944,-819.764099,358.705933,1680.012695,-711.994873,505.796478,1777.094116,-827.205688
11.85,453.361481,1439.921997,-820.555725,362.359924,1679.614014,-711.545715,510.350647,1776.145142,-826.029236
11.858,458.785156,1440.23291,-821.365112,365.591919,1678.968506,-711.122803,514.113464,1775.784302,-824.146179
11.867,464.32666,1440.807007,-822.353821,368.491943,1678.262085,-710.027771,517.436768,1775.766479,-822.179504
11.875,469.600159,1441.42688,-823.487488,371.018799,1677.167969,-708.794434,519.796021,1776.086548,-819.270874
11.883,474.782593,1442.069946,-824.819641,373.188934,1675.652588,-707.312622,521.843689,1776.943237,-816.166565
11.892,480.090973,1442.940063,-826.258423,374.717712,1673.851562,-705.571716,523.034241,1777.218506,-817.032227
11.9,485.083374,1443.785767,-827.786377,376.207764,1671.743164,-703.578979,524.028381,1778.470337,-810.132935
11.908,489.876953,1444.765137,-829.301819,377.163025,1669.015869,-701.078857,523.759338,1780.487305,-803.486755
11.917,494.630829,1445.944946,-830.893005,377.879059,1665.819214,-698.218262,522.658325,1782.509399,-796.489258
11.925,499.379425,1446.942627,-832.571228,378.361176,1662.117065,-695.285645,520.632629,1784.684692,-789.708069
11.933,504.418243,1448.022949,-834.271362,378.328308,1658.123779,-691.606995,517.541992,1787.234375,-781.001648
11.942,509.266846,1449.038696,-835.80719,377.982147,1653.305542,-687.567871,513.54834,1789.478149,-770.840149
11.95,514.140503,1450.487915,-837.11853,377.696289,1648.005249,-683.538147,508.414154,1791.806274,-760.358337
11.958,518.927612,1451.692017,-838.427368,377.752716,1641.434814,-677.46936,502.575867,1793.658691,-748.77417
11.967,523.807922,1453.060913,-839.660217,376.819092,1634.923706,-673.14093,495.966095,1795.074951,-735.915161
11.975,528.663757,1454.320923,-840.783752,375.493927,1627.950317,-668.613037,488.137665,1795.459961,-722.450134
11.983,533.519958,1455.559814,-841.989258,374.178345,1620.380371,-665.028625,479.703735,1795.307861,-709.474731
11.992,538.211304,1456.783936,-843.135437,372.533569,1612.890015,-660.013,470.591522,1793.694214,-695.525574
12,542.792358,1458.05188,-844.634094,370.978485,1604.081909,-656.765686,460.281372,1790.736084,-680.352356
12.008,547.182495,1459.115234,-846.473938,369.560883,1595.36853,-654.708862,449.379639,1786.310303,-665.493469
12.017,548.029419,1452.192505,-849.656128,367.753815,1586.227905,-651.392395,438.257965,1780.866211,-650.48999
12.025,546.713562,1440.325073,-853.61377,366.325165,1576.555908,-650.135681,426.694885,1774.018066,-635.42334
12.033,544.528198,1474.416504,-893.172424,364.272064,1567.287964,-648.96228,414.952545,1765.585205,-620.316833
12.042,549.791565,1474.404541,-892.168274,362.696503,1557.41272,-647.517334,402.84198,1755.677368,-605.571838
12.05,555.013672,1474.153687,-890.238708,361.393127,1547.37915,-645.926025,390.646088,1744.182373,-591.36676
12.058,559.875366,1473.91333,-888.547485,360.119507,1536.874023,-644.775269,378.319214,1730.896484,-577.549744
12.067,564.5625,1473.892456,-887.917664,359.142426,1526.386719,-643.441467,365.902924,1715.641968,-563.925415
12.075,569.370972,1473.574829,-887.141174,358.183319,1515.275146,-642.679688,353.437347,1698.974365,-551.111145
12.083,574.488831,1473.322144,-885.478821,357.418152,1503.96106,-641.406982,341.034698,1680.22876,-539.572205
12.092,579.27887,1473.054443,-883.690002,356.841522,1491.726318,-640.387512,328.983612,1659.933838,-529.130493
12.1,583.932678,1472.701782,-882.388062,356.547668,1479.286377,-639.044067,317.401184,1638.413818,-519.974487
12.108,588.687012,1472.258301,-881.340027,356.62323,1466.048706,-637.708801,306.314178,1615.499146,-512.368835
12.117,593.45282,1471.717773,-879.674622,356.956116,1452.032837,-636.853149,295.617828,1591.465576,-506.632446
12.125,598.18103,1471.734131,-877.463318,357.729767,1437.647217,-636.019226,285.96521,1567.467529,-503.438599
12.133,602.402649,1471.311768,-875.484009,358.863312,1422.541138,-635.814148,277.175659,1541.465698,-500.411041
12.142,606.571838,1470.801636,-873.865662,360.100067,1406.951416,-636.222229,269.593872,1515.257202,-499.558868
12.15,610.382141,1470.103149,-871.882385,361.969238,1390.970703,-636.983643,263.298889,1488.131348,-499.797272
12.158,613.990051,1469.220215,-869.744202,364.409424,1374.67627,-637.8573,258.256409,1460.422974,-501.187622
12.167,617.488586,1468.276123,-867.650513,367.421387,1357.977295,-639.214294,254.501343,1432.234009,-503.803253
12.175,620.667175,1467.260498,-865.53064,370.932556,1340.702393,-641.012451,252.254211,1403.607544,-507.429718
12.183,623.902039,1465.864136,-863.1922,374.753876,1323.030273,-643.295349,251.413406,1375.02478,-511.988586
12.192,627.189026,1464.196655,-860.621887,379.348724,1304.812134,-646.170654,251.862473,1346.790039,-517.818909
12.2,630.068665,1462.547729,-857.561707,384.586609,1287.297974,-649.353027,253.666641,1318.574341,-524.352356
12.208,632.688599,1460.594482,-854.757996,390.462402,1269.798218,-653.246094,256.46402,1291.071045,-531.682312
12.217,635.163574,1458.48938,-852.548584,396.098969,1252.886108,-658.589783,260.446167,1263.594604,-539.418701
12.225,637.706238,1456.31311,-850.302429,402.602753,1235.793701,-664.703308,265.730591,1236.310303,-547.853821
12.233,639.960144,1453.867432,-846.879639,409.537292,1218.796631,-671.305664,271.988342,1209.57373,-556.74353
12.242,642.158691,1451.130493,-843.218201,416.787506,1202.058105,-678.300659,279.424072,1183.371948,-565.998047
12.25,644.467834,1448.01123,-839.762817,424.437103,1185.733643,-685.564941,287.526642,1158.338135,-575.570129
12.258,646.847107,1444.591919,-837.399536,432.460541,1169.850464,-693.007446,296.465912,1134.414673,-585.214661
12.267,650.047607,1441.749756,-832.462952,440.843964,1154.721436,-700.710876,305.9599,1111.928833,-594.94281
12.275,652.748535,1438.640869,-829.341187,449.325806,1140.720215,-708.591309,316.058136,1090.759277,-604.431213
12.283,655.581238,1435.495605,-826.437073,457.789795,1128.049683,-716.764709,326.647461,1070.906738,-613.711914
12.292,658.684448,1432.525879,-823.651978,466.170959,1116.728027,-725.610291,337.796021,1052.495239,-622.574219
12.3,661.346191,1429.498657,-821.432373,474.707489,1106.158691,-733.482666,349.521301,1035.076416,-630.850769
12.308,664.321655,1426.452881,-818.586487,483.233185,1096.825806,-740.576111,361.597717,1018.810486,-638.65863
12.317,667.307312,1423.663574,-815.270691,491.701172,1088.609497,-747.873047,373.710388,1003.491516,-645.715088
12.325,670.326782,1421.198608,-812.419128,500.032196,1081.078857,-754.218018,386.455872,989.14386,-651.977295
12.333,673.291321,1418.889404,-808.861145,507.891479,1074.374878,-760.475403,399.387024,976.218506,-657.547485
12.342,676.911743,1416.730103,-806.225464,515.837769,1068.162964,-765.602478,412.541412,964.081726,-661.960754
12.35,679.789673,1414.946045,-802.622131,523.809753,1062.678955,-770.156555,426.054993,952.847595,-665.439392
12.358,683.000244,1412.975952,-799.346802,531.250427,1057.896851,-773.992737,439.424103,942.382751,-668.244751
12.367,685.131775,1411.656616,-794.996826,538.588196,1053.48291,-776.984131,453.093842,932.699768,-670.290955
12.375,687.865967,1410.401978,-792.165161,545.620056,1049.493896,-779.276306,466.822998,923.662048,-671.503174
12.383,690.451111,1408.97998,-788.674866,552.323486,1045.721558,-781.123352,480.7229,915.223572,-672.288452
12.392,692.883057,1408.218384,-786.757568,558.852783,1042.5354,-782.179626,495.274994,907.329163,-672.32373
12.4,695.302246,1407.501831,-783.473999,565.428223,1038.932251,-782.227966,509.823547,900.129333,-671.787231
12.408,697.934082,1406.751343,-780.659912,572.382751,1035.757568,-781.25531,524.714722,893.720459,-670.569336
12.417,700.488281,1405.89978,-777.778931,578.714783,1032.987549,-779.672485,539.460266,888.070801,-668.212402
12.425,702.99646,1405.369873,-775.009216,584.419312,1030.865112,-777.209473,554.829224,882.964294,-665.749512
12.433,705.321533,1404.97583,-772.333191,589.879395,1029.008301,-773.973633,570.377075,878.25293,-662.786316
12.442,707.869202,1404.498169,-769.281372,594.473511,1027.79126,-769.646484,586.761963,874.122375,-659.101257
12.45,710.282837,1403.567871,-766.459961,598.482849,1026.792847,-764.413269,602.939819,870.847656,-654.614197
12.458,713.013733,1402.819702,-763.421814,602.712769,1025.822876,-758.204651,619.285461,868.296875,-649.639954
12.467,715.216187,1402.277222,-760.59491,607.104919,1024.359985,-750.902466,635.896606,866.526001,-644.193115
12.475,717.443848,1401.937134,-758.338623,612.225159,1023.435608,-742.857361,652.937073,865.691772,-638.453674
12.483,719.541992,1401.370239,-755.57605,617.142578,1022.991882,-734.561218,670.15564,865.757568,-632.633789
12.492,721.242554,1401.261108,-751.593872,622.210876,1022.241699,-725.420105,687.526306,866.778687,-626.904236
12.5,723.046997,1400.930542,-749.344727,626.851929,1021.235718,-716.792786,705.258972,868.136475,-621.753052
12.508,724.327942,1400.352539,-743.991699,632.098816,1019.961609,-708.117126,722.686707,870.745605,-616.500549
12.517,726.853027,1399.800293,-743.619751,637.511292,1019.35614,-699.125671,739.764099,873.951782,-611.596252
12.525,728.769958,1399.213379,-742.558655,643.785706,1018.234375,-690.527893,756.394287,877.868408,-606.868164
12.533,730.64209,1398.93042,-739.181519,649.979309,1018.067932,-680.823303,772.426392,882.272095,-602.355896
12.542,731.957275,1398.40918,-736.999207,656.183228,1017.624634,-672.502808,787.862366,887.133545,-598.017334
12.55,733.625122,1397.988281,-733.727539,663.089844,1016.929993,-664.364929,802.666809,892.414734,-593.819885
