1.23,,,,,,,,,
,,,,,,,,,
Type,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker
Name,Sammy:LShoulderTop,Sammy:LShoulderTop,Sammy:LShoulderTop,Sammy:LElbowOut,Sammy:LElbowOut,Sammy:LElbowOut,Sammy:LWristOut,Sammy:LWristOut,Sammy:LWristOut
ID,10,10,10,12,12,12,15,15,15
,Position,Position,Position,Position,Position,Position,Position,Position,Position
Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z
1.275,90.495209,1473.669067,85.936172,304.051544,1536.5177,244.932266,323.226929,1720.412109,417.932159
1.283,89.699669,1473.866821,85.365067,300.316376,1538.702271,245.79332,318.04541,1723.3479,418.041473
1.292,88.879288,1474.02478,84.702705,296.740265,1540.820435,246.597519,313.046387,1726.108765,418.169769
1.3,88.092026,1474.255615,84.197868,293.146851,1542.829834,247.424133,307.997162,1728.748901,418.232452
1.308,87.376534,1474.463013,83.704124,289.78775,1544.673462,248.162613,303.006195,1731.274536,418.340271
1.317,86.671005,1474.646973,83.122322,286.510162,1546.516113,248.794373,298.080688,1733.617432,418.394104
1.325,86.127075,1474.893066,82.722244,283.39151,1548.164307,249.405823,293.076508,1735.884033,418.382324
1.333,85.544174,1475.072266,82.309532,280.389893,1549.720337,249.956406,287.74118,1737.883057,418.258698
1.342,84.847824,1475.137451,81.869545,277.564545,1551.154785,250.473343,282.64563,1739.763306,418.26358
1.35,84.280846,1475.193604,81.316467,274.717621,1552.515503,250.871353,278.030243,1741.666504,418.389435
1.358,83.648048,1475.388916,80.963974,272.040649,1553.867188,251.300003,273.29953,1743.167725,418.46814
1.367,83.199402,1475.384644,80.657898,269.417297,1555.138184,251.735306,268.987183,1744.652344,418.750916
1.375,82.586449,1475.484497,80.203758,266.885498,1556.300293,252.09317,264.801025,1746.072266,418.951874
1.383,81.948593,1475.538208,79.802902,264.418884,1557.393677,252.503006,260.805176,1747.290161,419.090912
1.392,81.327011,1475.593994,79.445961,262.06662,1558.400757,252.796234,257.016144,1748.458862,419.2258
1.4,80.974907,1475.592773,79.047836,259.978119,1559.517822,253.227921,253.42041,1749.637817,419.299164
1.408,80.510941,1475.776001,78.59211,257.897156,1560.367798,253.632523,250.016663,1750.726807,419.318726
1.417,81.055748,1474.982178,79.327148,255.825424,1561.336304,253.954803,246.788147,1751.874756,419.209503
1.425,80.73912,1475.130127,78.75618,253.975632,1562.298828,254.218155,243.924164,1752.959351,419.108124
1.433,80.426132,1475.258301,78.533203,252.257736,1563.021484,254.613464,241.190933,1754.049561,418.962677
1.442,80.121208,1475.390625,78.378731,250.568634,1563.873901,254.771317,238.697479,1755.05835,418.820709
1.45,79.825882,1475.52478,78.257027,248.994507,1564.669067,255.094971,236.305099,1756.009399,418.735504
1.458,79.645042,1475.662354,78.083336,247.684586,1565.35498,255.20993,234.27597,1756.909546,418.601715
1.467,79.443901,1475.812988,78.010323,246.517639,1566.091431,255.449234,232.421616,1757.697266,418.545654
1.475,79.28846,1475.956055,77.932152,245.387878,1566.760132,255.587692,230.610931,1758.591309,418.411163
1.483,79.130867,1476.101562,77.833633,244.510925,1567.318481,255.920822,229.081207,1759.254517,418.339081
1.492,79.035889,1476.214233,77.776207,243.728088,1567.944214,256.024841,227.690125,1759.80603,418.352142
1.5,78.976151,1476.311768,77.767334,243.127853,1568.373779,256.109436,226.397705,1760.261475,418.471619
1.508,78.959297,1476.397583,77.814529,242.713516,1568.755005,256.265045,225.242004,1760.796997,418.515564
1.517,78.976036,1476.494629,77.93605,242.387344,1568.986694,256.267395,224.310272,1761.070312,418.697937
